balls,averageMaxLoad
0, 0
1, 0.96
2, 0.96
3, 0.97
4, 0.99
5, 1.17
6, 1.25
7, 1.39
8, 1.38
9, 1.38
10, 1.46
11, 1.47
12, 1.5
13, 1.54
14, 1.48
15, 1.55
16, 1.52
17, 1.6
18, 1.61
19, 1.65
20, 1.69
21, 1.71
22, 1.81
23, 1.75
24, 1.76
25, 1.95
26, 2.02
27, 1.79
28, 2
29, 1.99
30, 1.86
31, 1.98
32, 2.1
33, 1.99
34, 2.04
35, 1.98
36, 2.03
37, 2.04
38, 2.04
39, 1.91
40, 2.06
41, 1.98
42, 2.04
43, 2.14
44, 2.08
45, 2.11
46, 2.37
47, 2.18
48, 2.08
49, 2.31
50, 2.24
51, 2.26
52, 2.32
53, 2.28
54, 2.21
55, 2.34
56, 2.24
57, 2.35
58, 2.34
59, 2.49
60, 2.41
61, 2.13
62, 2.22
63, 2.35
64, 2.37
65, 2.22
66, 2.36
67, 2.38
68, 2.41
69, 2.31
70, 2.31
71, 2.45
72, 2.49
73, 2.52
74, 2.37
75, 2.43
76, 2.4
77, 2.46
78, 2.45
79, 2.51
80, 2.47
81, 2.38
82, 2.59
83, 2.32
84, 2.42
85, 2.47
86, 2.4
87, 2.59
88, 2.42
89, 2.45
90, 2.55
91, 2.59
92, 2.49
93, 2.53
94, 2.43
95, 2.63
96, 2.42
97, 2.51
98, 2.62
99, 2.47
100, 2.55
101, 2.49
102, 2.73
103, 2.47
104, 2.61
105, 2.51
106, 2.62
107, 2.67
108, 2.79
109, 2.57
110, 2.49
111, 2.64
112, 2.37
113, 2.51
114, 2.7
115, 2.58
116, 2.6
117, 2.63
118, 2.61
119, 2.61
120, 2.57
121, 2.52
122, 2.69
123, 2.46
124, 2.73
125, 2.66
126, 2.77
127, 2.74
128, 2.53
129, 2.72
130, 2.61
131, 2.62
132, 2.75
133, 2.56
134, 2.82
135, 2.58
136, 2.54
137, 2.78
138, 2.79
139, 2.44
140, 2.64
141, 2.73
142, 2.66
143, 2.73
144, 2.67
145, 2.62
146, 2.63
147, 2.73
148, 2.81
149, 2.77
150, 2.68
151, 2.57
152, 2.81
153, 2.76
154, 2.5
155, 2.64
156, 2.71
157, 2.81
158, 2.74
159, 2.69
160, 2.64
161, 2.77
162, 2.79
163, 2.64
164, 2.82
165, 2.67
166, 2.76
167, 2.79
168, 2.69
169, 2.69
170, 2.71
171, 2.74
172, 2.88
173, 2.65
174, 2.56
175, 3.07
176, 2.97
177, 2.74
178, 2.75
179, 2.71
180, 2.68
181, 2.7
182, 2.69
183, 2.72
184, 2.68
185, 2.83
186, 2.79
187, 2.8
188, 2.75
189, 2.7
190, 2.69
191, 2.86
192, 2.66
193, 2.78
194, 2.82
195, 2.8
196, 2.81
197, 2.6
198, 2.88
199, 2.77
200, 2.81
201, 2.72
202, 2.75
203, 2.8
204, 2.75
205, 2.88
206, 2.71
207, 2.9
208, 2.91
209, 2.68
210, 2.87
211, 3.03
212, 2.76
213, 2.87
214, 2.7
215, 2.72
216, 2.75
217, 2.72
218, 3.01
219, 2.83
220, 2.66
221, 2.76
222, 2.93
223, 2.74
224, 2.58
225, 2.92
226, 2.91
227, 2.81
228, 2.84
229, 2.93
230, 2.75
231, 2.83
232, 2.84
233, 2.73
234, 2.93
235, 2.77
236, 2.66
237, 2.78
238, 3.01
239, 2.85
240, 2.78
241, 2.95
242, 2.93
243, 2.72
244, 2.55
245, 2.76
246, 2.79
247, 2.85
248, 2.96
249, 2.73
250, 2.99
251, 2.9
252, 2.89
253, 2.93
254, 2.66
255, 2.89
256, 2.77
257, 2.93
258, 2.73
259, 2.85
260, 2.85
261, 2.76
262, 2.76
263, 2.8
264, 2.93
265, 2.76
266, 2.92
267, 2.77
268, 2.79
269, 2.65
