balls,averageMaxLoad
0, 0
1, 0.96
2, 0.95
3, 1.01
4, 1.1
5, 1.11
6, 1.21
7, 1.35
8, 1.39
9, 1.47
10, 1.6
11, 1.69
12, 1.74
13, 1.74
14, 1.8
15, 1.85
16, 1.95
17, 1.98
18, 1.91
19, 1.97
20, 2.12
21, 2.12
22, 2.14
23, 2.18
24, 2.26
25, 2.35
26, 2.32
27, 2.35
28, 2.43
29, 2.3
30, 2.41
31, 2.6
32, 2.39
33, 2.46
34, 2.55
35, 2.61
36, 2.61
37, 2.65
38, 2.51
39, 2.65
40, 2.62
41, 2.54
42, 2.73
43, 2.58
44, 2.92
45, 2.96
46, 2.94
47, 2.73
48, 2.69
49, 2.85
50, 2.9
51, 2.93
52, 2.95
53, 2.98
54, 3.04
55, 3.16
56, 3.08
57, 3.1
58, 3.22
59, 3.28
60, 3.08
61, 3.22
62, 3.17
63, 3.24
64, 3.21
65, 3.2
66, 3.35
67, 3.31
68, 3.48
69, 3.37
70, 3.27
71, 3.35
72, 3.34
73, 3.57
74, 3.3
75, 3.3
76, 3.48
77, 3.58
78, 3.46
79, 3.64
80, 3.49
81, 3.45
82, 3.62
83, 3.66
84, 3.62
85, 3.71
86, 3.36
87, 3.65
88, 3.76
89, 3.77
90, 3.73
91, 3.46
92, 3.83
93, 3.72
94, 3.85
95, 3.8
96, 3.78
97, 3.98
98, 3.69
99, 4.01
100, 3.82
101, 3.85
102, 3.76
103, 3.89
104, 3.84
105, 3.87
106, 4.04
107, 3.89
108, 3.82
109, 3.94
110, 4.14
111, 3.94
112, 3.96
113, 3.94
114, 3.86
115, 3.93
116, 3.92
117, 4.31
118, 4.09
119, 4.18
120, 4.05
121, 4.17
122, 3.95
123, 3.92
124, 4.27
125, 4.26
126, 4.29
127, 4.27
128, 4.28
129, 4.24
130, 4.24
131, 4.08
132, 4.19
133, 4.17
134, 4.44
135, 4.38
136, 4.29
137, 4.36
138, 4.43
139, 4.21
140, 4.29
141, 4.47
142, 4.21
143, 4.29
144, 4.41
145, 4.38
146, 4.45
147, 4.58
148, 4.36
149, 4.38
150, 4.46
151, 4.53
152, 4.42
153, 4.48
154, 4.54
155, 4.85
156, 4.43
157, 4.85
158, 4.39
159, 4.33
160, 4.53
161, 4.62
162, 4.67
163, 4.63
164, 4.71
165, 4.67
166, 4.85
167, 4.69
168, 4.45
169, 4.54
170, 4.58
171, 4.64
172, 4.8
173, 4.96
174, 4.76
175, 4.64
176, 4.75
177, 4.62
178, 4.62
179, 4.73
180, 4.8
181, 5.01
182, 4.85
183, 4.77
184, 4.97
185, 4.95
186, 4.75
187, 4.75
188, 4.86
189, 4.74
190, 4.82
191, 4.78
192, 4.78
193, 4.77
194, 5.08
195, 4.88
196, 5
197, 5.13
198, 5.01
199, 4.97
200, 4.94
201, 5.13
202, 5.04
203, 5.19
204, 5.21
205, 4.95
206, 4.74
207, 4.83
208, 5.1
209, 5.22
210, 4.87
211, 4.96
212, 5.13
213, 5.05
214, 5.11
215, 5.02
216, 5.43
217, 4.91
218, 5.12
219, 5.16
220, 5.08
221, 5.13
222, 5.39
223, 5.29
224, 4.98
225, 5.06
226, 5.21
227, 5.31
228, 5.05
229, 4.98
230, 5.36
231, 5.17
232, 5.33
233, 5.03
234, 5.19
235, 5.45
236, 5.11
237, 5.17
238, 5.2
239, 5.19
240, 5.52
241, 5.36
242, 5.53
243, 5.42
244, 5.55
245, 5.39
246, 5.57
247, 5.28
248, 5.69
249, 5.42
250, 5.51
251, 4.9
252, 5.76
253, 5.17
254, 5.41
255, 5.42
256, 5.39
257, 5.55
258, 5.22
259, 5.51
260, 5.25
261, 5.62
262, 5.55
263, 5.56
264, 5.68
265, 5.31
266, 5.59
267, 5.64
268, 5.68
269, 5.63
