balls,averageMaxLoad
0, 0
1, 0.96
2, 0.97
3, 0.97
4, 1.08
5, 1.18
6, 1.38
7, 1.33
8, 1.52
9, 1.51
10, 1.67
11, 1.7
12, 1.67
13, 1.79
14, 1.72
15, 1.98
16, 2.04
17, 2
18, 1.98
19, 2.15
20, 2.09
21, 2.22
22, 2.18
23, 2.32
24, 2.38
25, 2.37
26, 2.36
27, 2.51
28, 2.48
29, 2.44
30, 2.52
31, 2.63
32, 2.74
33, 2.68
34, 2.69
35, 2.77
36, 2.73
37, 2.8
38, 2.9
39, 2.89
40, 2.81
41, 2.86
42, 2.88
43, 3.06
44, 3
45, 2.96
46, 3.15
47, 3.31
48, 3.28
49, 3.12
50, 3.2
51, 3.39
52, 3.29
53, 3.14
54, 3.44
55, 3.31
56, 3.33
57, 3.43
58, 3.49
59, 3.39
60, 3.55
61, 3.57
62, 3.47
63, 3.68
64, 3.47
65, 3.51
66, 3.82
67, 3.59
68, 3.56
69, 3.74
70, 3.76
71, 3.85
72, 3.86
73, 3.6
74, 3.95
75, 3.71
76, 3.83
77, 3.84
78, 3.79
79, 3.94
80, 3.72
81, 3.72
82, 3.78
83, 3.85
84, 3.71
85, 3.84
86, 3.84
87, 3.72
88, 3.67
89, 3.73
90, 3.67
91, 3.76
92, 3.82
93, 3.82
94, 3.77
95, 3.78
96, 3.64
97, 3.62
98, 3.62
99, 3.69
100, 3.6
101, 3.61
102, 3.78
103, 3.81
104, 3.66
105, 3.8
106, 3.9
107, 3.71
108, 3.93
109, 3.76
110, 3.85
111, 3.98
112, 3.59
113, 3.7
114, 3.87
115, 3.73
116, 3.68
117, 3.58
118, 3.73
119, 3.86
120, 3.9
121, 3.95
122, 3.82
123, 3.73
124, 3.84
125, 3.82
126, 3.74
127, 3.79
128, 3.79
129, 3.84
130, 4.08
131, 3.75
132, 3.99
133, 3.85
134, 3.84
135, 4.03
136, 3.81
137, 3.99
138, 4.02
139, 3.82
140, 3.88
141, 3.96
142, 4.03
143, 4.17
144, 4.08
145, 4.06
146, 3.9
147, 4.06
148, 4
149, 4.15
150, 4.28
151, 4.04
152, 3.9
153, 4.14
154, 4.04
155, 4.25
156, 4.2
157, 3.95
158, 4.1
159, 4.19
160, 4.02
161, 3.93
162, 3.95
163, 4.15
164, 4.11
165, 3.88
166, 3.8
167, 3.91
168, 4.24
169, 4.08
170, 3.92
171, 3.95
172, 3.97
173, 3.89
174, 3.9
175, 3.93
176, 3.78
177, 3.62
178, 3.89
179, 3.62
180, 3.88
181, 4.12
182, 4.06
183, 4.12
184, 3.78
185, 4.01
186, 4.05
187, 3.9
188, 3.89
189, 3.93
190, 3.84
191, 4.11
192, 3.95
193, 4.07
194, 3.92
195, 4.08
196, 3.9
197, 4.01
198, 4.14
199, 3.95
200, 4
201, 4.05
202, 4.23
203, 3.85
204, 3.94
205, 4.16
206, 4.02
207, 4.12
208, 4
209, 3.97
210, 4
211, 4.1
212, 4.02
213, 4.39
214, 3.98
215, 4.07
216, 4.22
217, 4.12
218, 4.06
219, 4.43
220, 4.26
221, 4.31
222, 4.17
223, 4.09
224, 4.22
225, 4.21
226, 4.04
227, 4.2
228, 4.29
229, 4.1
230, 4.25
231, 4.41
232, 4.11
233, 4.12
234, 4.19
235, 4.08
236, 4.07
237, 4.3
238, 4.28
239, 3.99
240, 3.9
241, 4.2
242, 4.44
243, 4.21
244, 4.26
245, 4.2
246, 4.1
247, 4.25
248, 4.16
249, 4.07
250, 4.11
251, 3.96
252, 3.92
253, 3.92
254, 4.43
255, 4.21
256, 4.03
257, 4.01
258, 4.07
259, 4.09
260, 4.07
261, 4.07
262, 4.1
263, 4.05
264, 4.09
265, 4.14
266, 3.91
267, 3.94
268, 4.16
269, 4.05
270, 4.03
