balls,averageMaxLoad
0, 0
1, 0.96
2, 0.96
3, 1
4, 1.03
5, 1.2
6, 1.3
7, 1.33
8, 1.5
9, 1.52
10, 1.65
11, 1.73
12, 1.73
13, 1.79
14, 1.89
15, 1.96
16, 1.91
17, 2.06
18, 2.02
19, 2.13
20, 2.27
21, 2.19
22, 2.14
23, 2.21
24, 2.31
25, 2.41
26, 2.37
27, 2.39
28, 2.49
29, 2.49
30, 2.5
31, 2.61
32, 2.62
33, 2.57
34, 2.6
35, 2.77
36, 2.67
37, 2.79
38, 2.81
39, 2.84
40, 2.82
41, 2.84
42, 3.02
43, 2.93
44, 3.05
45, 2.94
46, 3.06
47, 3.03
48, 3.13
49, 3.21
50, 3.25
51, 3.33
52, 3.24
53, 3.41
54, 3.19
55, 3.29
56, 3.37
57, 3.42
58, 3.34
59, 3.62
60, 3.4
61, 3.59
62, 3.62
63, 3.57
64, 3.52
65, 3.84
66, 3.35
67, 3.73
68, 3.63
69, 3.82
70, 3.71
71, 3.62
72, 3.75
73, 3.81
74, 4.09
75, 3.75
76, 4.1
77, 3.98
78, 3.88
79, 3.84
80, 3.93
81, 4.15
82, 4.23
83, 3.96
84, 4.05
85, 4.13
86, 4.14
87, 4.13
88, 3.94
89, 4.2
90, 4.08
91, 4.15
92, 4.27
93, 4.35
94, 4.17
95, 4.3
96, 4.28
97, 4.24
98, 4.4
99, 4.36
100, 4.32
101, 4.26
102, 4.34
103, 4.5
104, 4.27
105, 4.48
106, 4.64
107, 4.69
108, 4.16
109, 4.6
110, 4.57
111, 4.52
112, 4.52
113, 4.68
114, 4.69
115, 4.67
116, 4.57
117, 4.46
118, 4.76
119, 4.74
120, 5.07
121, 4.7
122, 4.75
123, 4.85
124, 4.9
125, 4.94
126, 5.27
127, 4.84
128, 4.89
129, 4.9
130, 4.77
131, 5.09
132, 5.14
133, 4.82
134, 4.98
135, 4.85
136, 4.83
137, 5.26
138, 5.2
139, 5.06
140, 4.99
141, 4.99
142, 4.99
143, 4.85
144, 5.12
145, 5.22
146, 5.25
147, 5.22
148, 5.35
149, 5.4
150, 4.85
151, 5.17
152, 5.41
153, 5.29
154, 5.33
155, 5.47
156, 5.25
157, 5.23
158, 5.32
159, 5.33
160, 5.27
161, 5.36
162, 5.34
163, 5.64
164, 5.53
165, 5.29
166, 5.53
167, 5.44
168, 5.68
169, 5.47
170, 5.69
171, 5.51
172, 5.6
173, 5.7
174, 5.31
175, 5.78
176, 5.63
177, 5.78
178, 5.82
179, 5.87
180, 5.67
181, 5.78
182, 5.99
183, 5.67
184, 5.8
185, 5.89
186, 5.64
187, 5.63
188, 5.64
189, 5.96
190, 5.61
191, 5.73
192, 5.81
193, 5.76
194, 5.99
195, 6.08
196, 5.96
197, 5.91
198, 5.89
199, 5.77
200, 6.04
201, 5.87
202, 5.84
203, 5.76
204, 6
205, 6.2
206, 5.93
207, 6.27
208, 5.72
209, 5.99
210, 5.85
211, 5.56
212, 5.76
213, 5.8
214, 5.74
215, 5.74
216, 5.84
217, 5.69
218, 5.72
219, 5.59
220, 5.82
221, 6.02
222, 5.64
223, 5.8
224, 5.76
225, 5.96
226, 5.74
227, 5.66
228, 6.1
229, 5.77
230, 5.94
231, 5.37
232, 5.45
233, 5.63
234, 5.86
235, 5.75
236, 5.71
237, 5.56
238, 5.47
239, 5.85
240, 5.45
241, 5.34
242, 5.48
243, 5.69
244, 5.59
245, 5.3
246, 5.71
247, 5.73
248, 5.5
249, 5.57
250, 5.85
251, 5.7
252, 5.33
253, 5.51
254, 5.33
255, 5.46
256, 5.47
257, 5.36
258, 5.43
259, 5.46
260, 5.3
261, 5.26
262, 5.35
263, 5.27
264, 5.67
265, 5.23
266, 5.32
267, 5.34
268, 5.55
269, 5.48
