balls,averageMaxLoad
0, 0
1, 0.96
2, 0.96
3, 1.02
4, 1.14
5, 1.11
6, 1.32
7, 1.32
8, 1.49
9, 1.61
10, 1.55
11, 1.58
12, 1.67
13, 1.68
14, 1.68
15, 1.78
16, 1.83
17, 1.88
18, 1.81
19, 1.88
20, 1.91
21, 1.9
22, 2
23, 2.03
24, 2.12
25, 2.05
26, 2.22
27, 2.27
28, 2.13
29, 2.28
30, 2.17
31, 2.3
32, 2.36
33, 2.3
34, 2.22
35, 2.3
36, 2.36
37, 2.47
38, 2.51
39, 2.46
40, 2.36
41, 2.62
42, 2.55
43, 2.5
44, 2.56
45, 2.52
46, 2.66
47, 2.81
48, 2.66
49, 2.56
50, 2.71
51, 2.62
52, 2.77
53, 2.65
54, 2.59
55, 3.04
56, 2.77
57, 2.84
58, 2.74
59, 2.7
60, 2.69
61, 2.82
62, 2.94
63, 2.86
64, 2.97
65, 2.9
66, 3.11
67, 3.08
68, 2.99
69, 3.08
70, 2.99
71, 3.1
72, 3.04
73, 3.02
74, 3.01
75, 3.02
76, 3.05
77, 3.18
78, 3.38
79, 2.89
80, 3.17
81, 3.09
82, 3.19
83, 3.25
84, 3.11
85, 3.35
86, 3.25
87, 3.36
88, 3.21
89, 3.2
90, 3.15
91, 3.2
92, 3.19
93, 3.42
94, 3.17
95, 3.36
96, 3.23
97, 3.15
98, 3.47
99, 3.13
100, 3.36
101, 3.34
102, 3.33
103, 3.12
104, 3.42
105, 3.36
106, 3.33
107, 3.53
108, 3.58
109, 3.34
110, 3.34
111, 3.46
112, 3.4
113, 3.52
114, 3.54
115, 3.47
116, 3.4
117, 3.71
118, 3.58
119, 3.46
120, 3.53
121, 3.72
122, 3.65
123, 3.66
124, 3.58
125, 3.52
126, 3.6
127, 3.57
128, 3.62
129, 3.62
130, 3.54
131, 3.72
132, 3.76
133, 3.5
134, 3.53
135, 3.6
136, 3.54
137, 3.57
138, 3.76
139, 3.52
140, 3.48
141, 3.6
142, 3.47
143, 4.06
144, 3.82
145, 3.66
146, 3.91
147, 3.77
148, 3.8
149, 3.88
150, 3.85
151, 3.66
152, 3.78
153, 3.73
154, 3.9
155, 3.74
156, 3.8
157, 3.82
158, 3.94
159, 3.99
160, 3.69
161, 3.84
162, 3.92
163, 4.11
164, 3.99
165, 4.31
166, 3.79
167, 3.76
168, 3.94
169, 3.97
170, 3.76
171, 3.95
172, 4
173, 3.86
174, 3.92
175, 4.08
176, 4.22
177, 4.13
178, 3.94
179, 4.06
180, 4.08
181, 3.87
182, 3.93
183, 4.05
184, 3.85
185, 4.25
186, 3.98
187, 3.97
188, 3.91
189, 3.79
190, 4
191, 4.17
192, 4.08
193, 4.08
194, 4.18
195, 4
196, 4.02
197, 4
198, 3.9
199, 3.87
200, 4.05
201, 3.94
202, 4.01
203, 4.12
204, 3.98
205, 4.06
206, 4.08
207, 4.15
208, 4.03
209, 4.28
210, 4.44
211, 3.97
212, 4.06
213, 4.01
214, 4.07
215, 4.01
216, 4.3
217, 4.07
218, 4.16
219, 4.05
220, 4.04
221, 4.41
222, 4.18
223, 4.09
224, 4.13
225, 4.16
226, 4.09
227, 4.43
228, 4.35
229, 4.03
230, 4.43
231, 4.08
232, 4.35
233, 4.44
234, 4.4
235, 4.04
236, 4.16
237, 4.09
238, 4.18
239, 4.36
240, 4.41
241, 4.23
242, 4.05
243, 4.23
244, 4.09
245, 4.33
246, 4.38
247, 4.07
248, 4.37
249, 4.02
250, 4.11
251, 4.26
252, 4.37
253, 4.23
254, 4.45
255, 4.24
256, 4.36
257, 4.22
258, 4.34
259, 4.34
260, 4.22
261, 4.54
262, 4.59
263, 4.45
264, 4.57
265, 4.46
266, 4.3
267, 4.35
268, 4.45
269, 4.32
270, 4.44
