balls,averageMaxLoad
0, 0
1, 0.96
2, 1
3, 0.97
4, 1.11
5, 1.15
6, 1.3
7, 1.38
8, 1.4
9, 1.48
10, 1.62
11, 1.69
12, 1.78
13, 1.82
14, 1.79
15, 1.81
16, 2.02
17, 1.99
18, 2.04
19, 2.07
20, 2.17
21, 2.23
22, 2.22
23, 2.21
24, 2.26
25, 2.39
26, 2.3
27, 2.31
28, 2.39
29, 2.45
30, 2.43
31, 2.66
32, 2.53
33, 2.44
34, 2.58
35, 2.62
36, 2.84
37, 2.6
38, 2.68
39, 2.78
40, 2.71
41, 2.73
42, 2.77
43, 2.89
44, 2.88
45, 3.15
46, 2.84
47, 3.05
48, 3.08
49, 3.05
50, 3.11
51, 3.23
52, 3.33
53, 3.18
54, 3.26
55, 3.11
56, 3.19
57, 3.27
58, 3.42
59, 3.4
60, 3.23
61, 3.4
62, 3.35
63, 3.41
64, 3.44
65, 3.51
66, 3.25
67, 3.4
68, 3.41
69, 3.58
70, 3.7
71, 3.51
72, 3.58
73, 3.48
74, 3.69
75, 3.66
76, 3.71
77, 3.78
78, 3.67
79, 3.74
80, 3.7
81, 3.76
82, 3.85
83, 3.78
84, 3.83
85, 3.98
86, 3.9
87, 3.75
88, 3.86
89, 3.94
90, 3.88
91, 3.91
92, 3.98
93, 3.95
94, 4.11
95, 4.04
96, 3.96
97, 3.95
98, 4
99, 4.08
100, 4.05
101, 4.15
102, 4.26
103, 4.29
104, 4.06
105, 4.17
106, 4.12
107, 4.05
108, 4.08
109, 4.35
110, 4.12
111, 4.28
112, 4.31
113, 4.36
114, 4.37
115, 4.34
116, 4.39
117, 4.44
118, 4.23
119, 4.31
120, 4.39
121, 4.37
122, 4.36
123, 4.28
124, 4.72
125, 4.42
126, 4.62
127, 4.67
128, 4.61
129, 4.48
130, 4.66
131, 4.47
132, 4.4
133, 4.61
134, 4.65
135, 4.61
136, 4.59
137, 4.58
138, 4.62
139, 4.7
140, 4.64
141, 4.72
142, 4.74
143, 4.88
144, 4.87
145, 4.66
146, 4.66
147, 4.98
148, 4.77
149, 4.97
150, 4.82
151, 4.89
152, 4.63
153, 4.97
154, 4.81
155, 4.87
156, 5.09
157, 4.87
158, 4.59
159, 4.8
160, 5.15
161, 4.69
162, 4.88
163, 4.7
164, 4.83
165, 4.78
166, 4.92
167, 5.17
168, 5.29
169, 5
170, 4.9
171, 4.99
172, 5.14
173, 5.4
174, 5.05
175, 5.18
176, 5.08
177, 5.18
178, 5.19
179, 5.08
180, 5.26
181, 5.14
182, 5.06
183, 4.93
184, 5.11
185, 5.31
186, 5.13
187, 4.97
188, 5.28
189, 5.25
190, 5.2
191, 5.4
192, 5.12
193, 5.61
194, 5.6
195, 5.45
196, 5.4
197, 5.55
198, 5.43
199, 5.55
200, 5.77
201, 5.31
202, 5.43
203, 5.47
204, 5.7
205, 5.5
206, 5.33
207, 5.71
208, 5.8
209, 5.34
210, 5.64
211, 5.56
212, 5.46
213, 5.32
214, 5.5
215, 5.82
216, 5.72
217, 5.47
218, 5.63
219, 5.47
220, 5.6
221, 5.45
222, 5.68
223, 5.5
224, 5.43
225, 5.59
226, 5.77
227, 5.6
228, 5.69
229, 5.62
230, 5.67
231, 5.32
232, 5.58
233, 5.63
234, 5.71
235, 5.89
236, 5.63
237, 5.83
238, 6.2
239, 5.98
240, 6.02
241, 5.85
242, 5.97
243, 5.99
244, 5.57
245, 5.95
246, 5.91
247, 5.75
248, 5.83
249, 5.96
250, 5.92
251, 5.94
252, 5.84
253, 5.82
254, 6.1
255, 5.89
256, 5.94
257, 6.03
258, 6.16
259, 6.13
260, 6
261, 6
262, 5.79
263, 5.57
264, 6.1
265, 5.94
266, 6.09
267, 5.61
268, 5.92
269, 6.26
270, 6.25
