balls,averageMaxLoad
0, 0
1, 0.96
2, 0.99
3, 1
4, 1.07
5, 1.04
6, 1.33
7, 1.31
8, 1.45
9, 1.55
10, 1.63
11, 1.66
12, 1.67
13, 1.74
14, 1.83
15, 1.89
16, 1.99
17, 2
18, 1.92
19, 1.78
20, 1.83
21, 2.06
22, 1.91
23, 1.87
24, 1.95
25, 1.75
26, 1.95
27, 1.74
28, 1.75
29, 1.83
30, 1.91
31, 1.91
32, 1.93
33, 2.02
34, 2.11
35, 2.03
36, 2
37, 1.99
38, 2.11
39, 2.09
40, 2.21
41, 2.17
42, 2.27
43, 2.16
44, 2.16
45, 2.16
46, 2.27
47, 2.21
48, 2.15
49, 2.06
50, 2.18
51, 2.17
52, 2.12
53, 2.05
54, 2.05
55, 2.05
56, 2.16
57, 2.08
58, 2.11
59, 2.28
60, 2.23
61, 2.16
62, 2.31
63, 2.18
64, 2.19
65, 2.53
66, 2.31
67, 2.39
68, 2.28
69, 2.25
70, 2.32
71, 2.35
72, 2.43
73, 2.3
74, 2.36
75, 2.39
76, 2.19
77, 2.37
78, 2.29
79, 2.2
80, 2.17
81, 2.15
82, 2.27
83, 2.35
84, 2.29
85, 2.44
86, 2.17
87, 2.34
88, 2.19
89, 2.36
90, 2.27
91, 2.51
92, 2.43
93, 2.48
94, 2.5
95, 2.4
96, 2.45
97, 2.36
98, 2.4
99, 2.43
100, 2.27
101, 2.5
102, 2.42
103, 2.46
104, 2.18
105, 2.23
106, 2.45
107, 2.25
108, 2.44
109, 2.31
110, 2.37
111, 2.47
112, 2.48
113, 2.22
114, 2.5
115, 2.26
116, 2.46
117, 2.59
118, 2.54
119, 2.5
120, 2.51
121, 2.46
122, 2.61
123, 2.48
124, 2.52
125, 2.47
126, 2.44
127, 2.38
128, 2.5
129, 2.41
130, 2.25
131, 2.41
132, 2.39
133, 2.57
134, 2.35
135, 2.37
136, 2.51
137, 2.32
138, 2.64
139, 2.53
140, 2.45
141, 2.49
142, 2.47
143, 2.69
144, 2.68
145, 2.83
146, 2.56
147, 2.49
148, 2.43
149, 2.71
150, 2.57
151, 2.36
152, 2.48
153, 2.65
154, 2.39
155, 2.41
156, 2.45
157, 2.45
158, 2.35
159, 2.61
160, 2.58
161, 2.4
162, 2.5
163, 2.42
164, 2.61
165, 2.41
166, 2.32
167, 2.54
168, 2.71
169, 2.63
170, 2.61
171, 2.59
172, 2.52
173, 2.7
174, 2.4
175, 2.5
176, 2.53
177, 2.63
178, 2.5
179, 2.38
180, 2.28
181, 2.35
182, 2.51
183, 2.39
184, 2.4
185, 2.24
186, 2.36
187, 2.67
188, 2.57
189, 2.57
190, 2.55
191, 2.79
192, 2.64
193, 2.68
194, 2.85
195, 2.54
196, 2.56
197, 2.66
198, 2.77
199, 2.48
200, 2.4
201, 2.43
202, 2.68
203, 2.71
204, 2.56
205, 2.45
206, 2.52
207, 2.52
208, 2.35
209, 2.46
210, 2.49
211, 2.42
212, 2.61
213, 2.62
214, 2.67
215, 2.65
216, 2.72
217, 2.6
218, 2.73
219, 2.55
220, 2.51
221, 2.48
222, 2.66
223, 2.73
224, 2.65
225, 2.49
226, 2.51
227, 2.53
228, 2.41
229, 2.49
230, 2.58
231, 2.51
232, 2.52
233, 2.53
234, 2.62
235, 2.52
236, 2.55
237, 2.59
238, 2.58
239, 2.58
240, 2.53
241, 2.6
242, 2.65
243, 2.64
244, 2.53
245, 2.56
246, 2.55
247, 2.71
248, 2.42
249, 2.65
250, 2.64
251, 2.66
252, 2.62
253, 2.56
254, 2.48
255, 2.47
256, 2.65
257, 2.62
258, 2.46
259, 2.43
260, 2.69
261, 2.68
262, 2.51
263, 2.52
264, 2.42
265, 2.64
266, 2.62
267, 2.62
268, 2.64
269, 2.48
