balls,averageMaxLoad
0, 0
1, 0.96
2, 0.96
3, 0.97
4, 1.13
5, 1.15
6, 1.25
7, 1.38
8, 1.48
9, 1.5
10, 1.65
11, 1.62
12, 1.82
13, 1.85
14, 1.84
15, 1.91
16, 1.95
17, 1.97
18, 2.02
19, 1.92
20, 1.88
21, 1.91
22, 1.88
23, 1.87
24, 1.93
25, 1.82
26, 1.86
27, 1.66
28, 1.85
29, 1.88
30, 1.89
31, 1.9
32, 1.85
33, 1.83
34, 1.97
35, 1.81
36, 2
37, 1.93
38, 2.11
39, 2.16
40, 2.13
41, 2
42, 2.12
43, 2.16
44, 2.11
45, 2.05
46, 2.17
47, 2.21
48, 2.05
49, 2.13
50, 1.91
51, 2.05
52, 2.08
53, 1.95
54, 2.07
55, 1.89
56, 2.04
57, 2.03
58, 2.24
59, 2.23
60, 2.15
61, 2.13
62, 2.07
63, 2.29
64, 2.2
65, 2.24
66, 2.24
67, 2.38
68, 2.16
69, 2.46
70, 2.43
71, 2.39
72, 2.31
73, 2.17
74, 2.13
75, 2.12
76, 2.14
77, 2.24
78, 2.1
79, 2.08
80, 2.1
81, 2.21
82, 2.19
83, 2.08
84, 2.09
85, 1.96
86, 2.29
87, 2.24
88, 2.24
89, 2.27
90, 2.35
91, 2.34
92, 2.16
93, 2.35
94, 2.33
95, 2.24
96, 2.34
97, 2.26
98, 2.53
99, 2.38
100, 2.19
101, 2.23
102, 2.24
103, 2.29
104, 2.18
105, 2.04
106, 1.99
107, 2.13
108, 2.18
109, 2.41
110, 2.27
111, 2.41
112, 2.33
113, 2.3
114, 2.35
115, 2.54
116, 2.42
117, 2.55
118, 2.39
119, 2.46
120, 2.43
121, 2.37
122, 2.27
123, 2.23
124, 2.26
125, 2.23
126, 2.16
127, 2.22
128, 2.28
129, 2.18
130, 2.21
131, 2.16
132, 2.31
133, 2.23
134, 2.34
135, 2.37
136, 2.43
137, 2.29
138, 2.36
139, 2.46
140, 2.35
141, 2.44
142, 2.53
143, 2.67
144, 2.47
145, 2.35
146, 2.46
147, 2.64
148, 2.44
149, 2.36
150, 2.11
151, 2.26
152, 2.52
153, 2.14
154, 2.31
155, 2.32
156, 2.4
157, 2.46
158, 2.3
159, 2.38
160, 2.34
161, 2.39
162, 2.34
163, 2.51
164, 2.4
165, 2.3
166, 2.64
167, 2.67
168, 2.41
169, 2.39
170, 2.54
171, 2.46
172, 2.52
173, 2.23
174, 2.52
175, 2.4
176, 2.38
177, 2.27
178, 2.2
179, 2.37
180, 2.29
181, 2.44
182, 2.37
183, 2.46
184, 2.36
185, 2.28
186, 2.32
187, 2.37
188, 2.49
189, 2.61
190, 2.38
191, 2.65
192, 2.52
193, 2.69
194, 2.49
195, 2.53
196, 2.28
197, 2.59
198, 2.35
199, 2.32
200, 2.31
201, 2.3
202, 2.43
203, 2.19
204, 2.5
205, 2.32
206, 2.21
207, 2.41
208, 2.21
209, 2.22
210, 2.47
211, 2.53
212, 2.21
213, 2.23
214, 2.47
215, 2.42
216, 2.38
217, 2.69
218, 2.58
219, 2.25
220, 2.59
221, 2.38
222, 2.7
223, 2.49
224, 2.34
225, 2.38
226, 2.54
227, 2.32
228, 2.23
229, 2.35
230, 2.3
231, 2.27
232, 2.35
233, 2.19
234, 2.46
235, 2.3
236, 2.32
237, 2.39
238, 2.76
239, 2.54
240, 2.44
241, 2.32
242, 2.54
243, 2.59
244, 2.47
245, 2.5
246, 2.56
247, 2.6
248, 2.34
249, 2.46
250, 2.4
251, 2.39
252, 2.3
253, 2.32
254, 2.37
255, 2.32
256, 2.33
257, 2.14
258, 2.4
259, 2.42
260, 2.44
261, 2.4
262, 2.56
263, 2.49
264, 2.65
265, 2.67
266, 2.76
267, 2.59
268, 2.56
269, 2.61
