balls,averageMaxLoad
0, 0
1, 0.96
2, 0.92
3, 0.88
4, 0.84
5, 0.8
6, 0.76
7, 0.72
8, 0.68
9, 0.66
10, 0.62
11, 0.58
12, 0.59
13, 0.56
14, 0.59
15, 0.64
16, 0.67
17, 0.7
18, 0.83
19, 0.85
20, 0.94
21, 0.98
22, 0.98
23, 1.04
24, 1.04
25, 1
26, 0.96
27, 0.92
28, 0.88
29, 0.84
30, 0.81
31, 0.77
32, 0.72
33, 0.7
34, 0.66
35, 0.62
36, 0.64
37, 0.65
38, 0.57
39, 0.6
40, 0.68
41, 0.7
42, 0.69
43, 0.82
44, 0.86
45, 1.03
46, 1.06
47, 0.99
48, 1.05
49, 1.04
50, 1
51, 0.96
52, 0.92
53, 0.88
54, 0.85
55, 0.8
56, 0.78
57, 0.74
58, 0.71
59, 0.66
60, 0.68
61, 0.63
62, 0.64
63, 0.63
64, 0.58
65, 0.72
66, 0.67
67, 0.76
68, 0.77
69, 0.89
70, 0.93
71, 1.03
72, 1.02
73, 1.06
74, 1.04
75, 1
76, 0.96
77, 0.92
78, 0.88
79, 0.84
80, 0.8
81, 0.76
82, 0.74
83, 0.71
84, 0.66
85, 0.65
86, 0.62
87, 0.61
88, 0.58
89, 0.58
90, 0.69
91, 0.66
92, 0.73
93, 0.79
94, 0.85
95, 1
96, 0.96
97, 1.04
98, 1.03
99, 1.03
100, 1
101, 0.96
102, 0.92
103, 0.88
104, 0.84
105, 0.8
106, 0.78
107, 0.74
108, 0.71
109, 0.66
110, 0.67
111, 0.63
112, 0.64
113, 0.57
114, 0.6
115, 0.6
116, 0.67
117, 0.79
118, 0.79
119, 0.86
120, 0.98
121, 0.98
122, 1.03
123, 1.08
124, 1.03
125, 1
126, 0.96
127, 0.92
128, 0.88
129, 0.84
130, 0.8
131, 0.76
132, 0.72
133, 0.69
134, 0.66
135, 0.64
136, 0.63
137, 0.57
138, 0.6
139, 0.61
140, 0.69
141, 0.68
142, 0.85
143, 0.83
144, 0.89
145, 0.91
146, 0.98
147, 1.03
148, 1.07
149, 1.04
150, 1
151, 0.96
152, 0.92
153, 0.88
154, 0.86
155, 0.8
156, 0.76
157, 0.75
158, 0.69
159, 0.65
160, 0.63
161, 0.65
162, 0.63
163, 0.62
164, 0.64
165, 0.67
166, 0.74
167, 0.79
168, 0.91
169, 0.89
170, 0.99
171, 1.03
172, 1.04
173, 1.03
174, 1.03
175, 0.99
176, 0.96
177, 0.92
178, 0.88
179, 0.84
180, 0.8
181, 0.76
182, 0.76
183, 0.73
184, 0.67
185, 0.62
186, 0.62
187, 0.64
188, 0.66
189, 0.65
190, 0.67
191, 0.67
192, 0.83
193, 0.82
194, 0.86
195, 0.99
196, 1.07
197, 1.07
198, 1.04
199, 1.01
200, 1
201, 0.96
202, 0.92
203, 0.88
204, 0.84
205, 0.8
206, 0.77
207, 0.72
208, 0.68
209, 0.66
210, 0.64
211, 0.63
212, 0.62
213, 0.58
214, 0.64
215, 0.66
216, 0.64
217, 0.77
218, 0.87
219, 0.84
220, 0.93
221, 1.04
222, 1.06
223, 1.04
224, 1.03
225, 1
226, 0.96
227, 0.92
228, 0.88
229, 0.84
230, 0.8
231, 0.76
232, 0.73
233, 0.68
234, 0.68
235, 0.66
236, 0.64
237, 0.6
238, 0.63
239, 0.64
240, 0.63
241, 0.67
242, 0.8
243, 0.74
244, 0.96
245, 1.02
246, 1.05
247, 1.02
248, 1.06
249, 1.04
250, 1
251, 0.96
252, 0.92
253, 0.88
254, 0.84
255, 0.81
256, 0.77
257, 0.73
258, 0.69
259, 0.7
260, 0.63
261, 0.64
262, 0.66
263, 0.61
264, 0.62
265, 0.66
266, 0.71
267, 0.71
268, 0.84
269, 0.9
270, 0.98
271, 1.01
