balls,averageMaxLoad
0, 0
1, 0.96
2, 0.92
3, 0.88
4, 0.84
5, 0.8
6, 0.76
7, 0.74
8, 0.71
9, 0.7
10, 0.71
11, 0.69
12, 0.74
13, 0.78
14, 0.89
15, 0.82
16, 0.98
17, 0.94
18, 1
19, 1.11
20, 1.13
21, 1.13
22, 1.11
23, 1.08
24, 1.04
25, 1
26, 0.96
27, 0.93
28, 0.89
29, 0.87
30, 0.82
31, 0.81
32, 0.8
33, 0.74
34, 0.76
35, 0.77
36, 0.78
37, 0.84
38, 0.9
39, 0.92
40, 1
41, 1.05
42, 1.07
43, 1.13
44, 1.13
45, 1.09
46, 1.16
47, 1.12
48, 1.08
49, 1.03
50, 1.01
51, 0.96
52, 0.94
53, 0.88
54, 0.86
55, 0.84
56, 0.81
57, 0.8
58, 0.83
59, 0.8
60, 0.84
61, 0.87
62, 0.88
63, 0.84
64, 0.85
65, 1.01
66, 1.15
67, 1.11
68, 1.13
69, 1.13
70, 1.16
71, 1.16
72, 1.12
73, 1.07
74, 1.04
75, 1
76, 0.97
77, 0.94
78, 0.9
79, 0.85
80, 0.91
81, 0.85
82, 0.86
83, 0.82
84, 0.83
85, 0.88
86, 0.78
87, 0.9
88, 0.96
89, 0.9
90, 1.02
91, 1.03
92, 1.15
93, 1.15
94, 1.14
95, 1.16
96, 1.14
97, 1.11
98, 1.09
99, 1.04
100, 1.01
101, 0.97
102, 0.96
103, 0.9
104, 0.87
105, 0.85
106, 0.85
107, 0.87
108, 0.85
109, 0.84
110, 0.88
111, 0.82
112, 0.88
113, 0.91
114, 0.94
115, 1.02
116, 1.02
117, 1.06
118, 1.18
119, 1.16
120, 1.18
121, 1.14
122, 1.1
123, 1.05
124, 1.04
125, 1.04
126, 0.97
127, 0.94
128, 0.91
129, 0.87
130, 0.85
131, 0.82
132, 0.86
133, 0.78
134, 0.8
135, 0.83
136, 0.96
137, 0.95
138, 0.9
139, 1.01
140, 0.98
141, 1
142, 1.07
143, 1.1
144, 1.18
145, 1.11
146, 1.14
147, 1.13
148, 1.08
149, 1.04
150, 1
151, 0.97
152, 0.94
153, 0.93
154, 0.85
155, 0.85
156, 0.8
157, 0.82
158, 0.83
159, 0.8
160, 0.81
161, 0.79
162, 0.81
163, 0.82
164, 1
165, 1.09
166, 1.02
167, 1.09
168, 1.15
169, 1.15
170, 1.16
171, 1.14
172, 1.09
173, 1.07
174, 1.04
175, 1.01
176, 0.97
177, 0.95
178, 0.9
179, 0.87
180, 0.89
181, 0.81
182, 0.82
183, 0.79
184, 0.81
185, 0.88
186, 0.84
187, 0.96
188, 0.95
189, 0.94
190, 1.02
191, 1.01
192, 1.13
193, 1.09
194, 1.15
195, 1.15
196, 1.14
197, 1.11
198, 1.09
199, 1.04
200, 1
201, 0.97
202, 0.92
203, 0.9
204, 0.88
205, 0.85
206, 0.8
207, 0.82
208, 0.83
209, 0.85
210, 0.81
211, 0.9
212, 0.88
213, 0.9
214, 0.94
215, 0.9
216, 1.13
217, 1.14
218, 1.09
219, 1.18
220, 1.12
221, 1.13
222, 1.11
223, 1.07
224, 1.04
225, 1
226, 0.98
227, 0.95
228, 0.89
229, 0.87
230, 0.86
231, 0.83
232, 0.85
233, 0.79
234, 0.84
235, 0.74
236, 0.8
237, 0.94
238, 0.87
239, 0.99
240, 0.93
241, 1.04
242, 1.06
243, 1.19
244, 1.18
245, 1.13
246, 1.13
247, 1.13
248, 1.07
249, 1.04
250, 1
251, 0.96
252, 0.96
253, 0.89
254, 0.88
255, 0.85
256, 0.83
257, 0.82
258, 0.83
259, 0.78
260, 0.91
261, 0.87
262, 0.88
263, 0.88
264, 0.99
265, 1.13
266, 1.01
267, 1.1
268, 1.15
269, 1.17
270, 1.12
271, 1.14
