balls,averageMaxLoad
0, 0
1, 0.96
2, 0.97
3, 0.98
4, 0.95
5, 1.22
6, 1.39
7, 1.27
8, 1.51
9, 1.6
10, 1.68
11, 1.7
12, 1.71
13, 1.8
14, 1.83
15, 1.89
16, 1.95
17, 1.89
18, 2.09
19, 2.17
20, 2.2
21, 2.1
22, 2.25
23, 2.28
24, 2.4
25, 2.49
26, 2.46
27, 2.44
28, 2.38
29, 2.44
30, 2.65
31, 2.68
32, 2.58
33, 2.69
34, 2.83
35, 2.9
36, 2.84
37, 2.91
38, 2.88
39, 2.8
40, 2.9
41, 2.82
42, 2.91
43, 2.91
44, 2.99
45, 3.01
46, 3.03
47, 3.02
48, 3.09
49, 3.24
50, 3.29
51, 3.16
52, 3.24
53, 3.23
54, 3.23
55, 3.33
56, 3.6
57, 3.44
58, 3.48
59, 3.3
60, 3.49
61, 3.38
62, 3.6
63, 3.43
64, 3.56
65, 3.77
66, 3.72
67, 3.49
68, 3.55
69, 3.7
70, 3.79
71, 3.61
72, 3.72
73, 3.94
74, 3.95
75, 3.84
76, 3.98
77, 4
78, 3.91
79, 4.07
80, 4.07
81, 4
82, 4.06
83, 3.92
84, 3.91
85, 4.18
86, 4.03
87, 4.15
88, 4.19
89, 4.08
90, 4.05
91, 4.34
92, 4.26
93, 4.06
94, 4.07
95, 4.48
96, 4.24
97, 4.47
98, 4.34
99, 4.37
100, 4.35
101, 4.32
102, 4.25
103, 4.51
104, 4.69
105, 4.46
106, 4.42
107, 4.47
108, 4.5
109, 4.47
110, 4.33
111, 4.5
112, 4.41
113, 4.43
114, 4.71
115, 4.73
116, 4.56
117, 4.73
118, 4.75
119, 4.68
120, 4.91
121, 4.84
122, 4.7
123, 4.65
124, 4.79
125, 5.05
126, 4.82
127, 4.92
128, 5.16
129, 4.93
130, 4.79
131, 4.97
132, 4.89
133, 4.83
134, 5.14
135, 5.15
136, 4.82
137, 5.19
138, 5.12
139, 5.09
140, 5.06
141, 5.32
142, 5.12
143, 5.07
144, 4.89
145, 5.07
146, 5.13
147, 5.37
148, 5.1
149, 5.16
150, 5.45
151, 5.31
152, 5.05
153, 5.4
154, 5
155, 5.32
156, 5.38
157, 5.43
158, 5.37
159, 5.18
160, 5.56
161, 5.42
162, 5.46
163, 5.18
164, 5.66
165, 5.54
166, 5.4
167, 5.76
168, 5.65
169, 5.31
170, 5.86
171, 5.71
172, 5.72
173, 5.78
174, 5.67
175, 5.8
176, 5.67
177, 5.66
178, 5.68
179, 5.58
180, 5.41
181, 5.79
182, 5.85
183, 5.95
184, 5.5
185, 5.87
186, 5.77
187, 5.91
188, 5.79
189, 5.66
190, 5.82
191, 6.16
192, 5.81
193, 6.16
194, 5.92
195, 6.09
196, 6.03
197, 6.07
198, 6.24
199, 6.24
200, 6.09
201, 6.13
202, 6.04
203, 6
204, 5.73
205, 6.31
206, 6.03
207, 6.02
208, 6.29
209, 6.08
210, 6.28
211, 6.13
212, 6.03
213, 6.14
214, 6.19
215, 6.31
216, 6.3
217, 6.52
218, 6.15
219, 6.44
220, 6.57
221, 6.37
222, 6.38
223, 6.1
224, 6.23
225, 6.18
226, 6.35
227, 6.38
228, 6.2
229, 6.29
230, 6.57
231, 6.5
232, 6.49
233, 6.66
234, 6.66
235, 6.44
236, 6.55
237, 6.41
238, 6.53
239, 6.46
240, 6.71
241, 6.44
242, 6.36
243, 6.62
244, 6.81
245, 6.59
246, 6.4
247, 6.63
248, 6.66
249, 6.47
250, 6.79
251, 6.67
252, 6.45
253, 7
254, 6.57
255, 6.82
256, 6.68
257, 6.79
258, 6.63
259, 6.67
260, 6.94
261, 6.53
262, 7
263, 6.71
264, 6.94
265, 7.04
266, 7.09
267, 6.84
268, 6.99
269, 7.19
270, 6.75
