balls,averageMaxLoad
0, 0
1, 0.96
2, 0.92
3, 0.92
4, 0.85
5, 0.88
6, 0.89
7, 0.92
8, 0.95
9, 1.01
10, 1.03
11, 1.17
12, 1.17
13, 1.2
14, 1.24
15, 1.28
16, 1.36
17, 1.35
18, 1.27
19, 1.27
20, 1.33
21, 1.3
22, 1.31
23, 1.24
24, 1.32
25, 1.31
26, 1.23
27, 1.24
28, 1.33
29, 1.22
30, 1.33
31, 1.37
32, 1.45
33, 1.38
34, 1.56
35, 1.43
36, 1.43
37, 1.41
38, 1.43
39, 1.47
40, 1.51
41, 1.42
42, 1.5
43, 1.49
44, 1.45
45, 1.45
46, 1.36
47, 1.45
48, 1.44
49, 1.44
50, 1.56
51, 1.52
52, 1.41
53, 1.45
54, 1.49
55, 1.54
56, 1.53
57, 1.56
58, 1.52
59, 1.65
60, 1.55
61, 1.57
62, 1.64
63, 1.54
64, 1.5
65, 1.52
66, 1.54
67, 1.54
68, 1.6
69, 1.54
70, 1.52
71, 1.52
72, 1.55
73, 1.48
74, 1.52
75, 1.62
76, 1.59
77, 1.55
78, 1.58
79, 1.54
80, 1.6
81, 1.59
82, 1.55
83, 1.71
84, 1.66
85, 1.61
86, 1.6
87, 1.6
88, 1.61
89, 1.57
90, 1.53
91, 1.54
92, 1.46
93, 1.53
94, 1.55
95, 1.51
96, 1.5
97, 1.51
98, 1.5
99, 1.56
100, 1.56
101, 1.57
102, 1.5
103, 1.51
104, 1.62
105, 1.65
106, 1.6
107, 1.6
108, 1.62
109, 1.65
110, 1.73
111, 1.65
112, 1.6
113, 1.57
114, 1.6
115, 1.63
116, 1.61
117, 1.6
118, 1.56
119, 1.54
120, 1.54
121, 1.52
122, 1.68
123, 1.53
124, 1.58
125, 1.56
126, 1.66
127, 1.6
128, 1.58
129, 1.68
130, 1.65
131, 1.6
132, 1.65
133, 1.66
134, 1.58
135, 1.63
136, 1.6
137, 1.63
138, 1.52
139, 1.6
140, 1.63
141, 1.61
142, 1.57
143, 1.61
144, 1.66
145, 1.58
146, 1.67
147, 1.54
148, 1.6
149, 1.55
150, 1.69
151, 1.62
152, 1.65
153, 1.59
154, 1.62
155, 1.63
156, 1.69
157, 1.59
158, 1.78
159, 1.7
160, 1.65
161, 1.63
162, 1.58
163, 1.62
164, 1.55
165, 1.66
166, 1.59
167, 1.54
168, 1.57
169, 1.58
170, 1.51
171, 1.53
172, 1.64
173, 1.54
174, 1.61
175, 1.56
176, 1.62
177, 1.61
178, 1.69
179, 1.66
180, 1.62
181, 1.62
182, 1.65
183, 1.7
184, 1.63
185, 1.7
186, 1.64
187, 1.61
188, 1.67
189, 1.6
190, 1.63
191, 1.58
192, 1.6
193, 1.59
194, 1.59
195, 1.65
196, 1.5
197, 1.64
198, 1.7
199, 1.58
200, 1.58
201, 1.61
202, 1.7
203, 1.66
204, 1.64
205, 1.68
206, 1.62
207, 1.6
208, 1.67
209, 1.6
210, 1.6
211, 1.68
212, 1.7
213, 1.65
214, 1.71
215, 1.64
216, 1.56
217, 1.58
218, 1.66
219, 1.55
220, 1.56
221, 1.49
222, 1.56
223, 1.56
224, 1.53
225, 1.68
226, 1.61
227, 1.63
228, 1.55
229, 1.61
230, 1.68
231, 1.72
232, 1.61
233, 1.69
234, 1.64
235, 1.75
236, 1.64
237, 1.63
238, 1.66
239, 1.62
240, 1.6
241, 1.52
242, 1.69
243, 1.55
244, 1.55
245, 1.63
246, 1.59
247, 1.6
248, 1.7
249, 1.59
250, 1.65
251, 1.69
252, 1.63
253, 1.62
254, 1.64
255, 1.61
256, 1.75
257, 1.65
258, 1.66
259, 1.73
260, 1.58
261, 1.58
262, 1.69
263, 1.6
264, 1.63
265, 1.62
266, 1.62
267, 1.63
268, 1.57
