balls,averageMaxLoad
0, 0
1, 0.96
2, 0.94
3, 0.91
4, 0.93
5, 0.89
6, 0.98
7, 1.1
8, 1.07
9, 1.19
10, 1.12
11, 1.16
12, 1.38
13, 1.4
14, 1.38
15, 1.4
16, 1.39
17, 1.41
18, 1.52
19, 1.49
20, 1.49
21, 1.46
22, 1.64
23, 1.53
24, 1.45
25, 1.58
26, 1.56
27, 1.64
28, 1.52
29, 1.77
30, 1.74
31, 1.64
32, 1.65
33, 1.71
34, 1.75
35, 1.74
36, 1.71
37, 1.77
38, 1.76
39, 1.71
40, 1.72
41, 1.7
42, 1.77
43, 1.86
44, 1.79
45, 1.76
46, 1.71
47, 1.77
48, 1.87
49, 1.81
50, 1.85
51, 1.83
52, 1.83
53, 1.92
54, 1.95
55, 1.97
56, 1.94
57, 1.8
58, 2.01
59, 1.86
60, 1.92
61, 1.89
62, 1.82
63, 1.87
64, 1.89
65, 1.92
66, 1.9
67, 1.92
68, 1.87
69, 2.01
70, 1.9
71, 2.03
72, 1.96
73, 1.87
74, 2.19
75, 1.92
76, 2.02
77, 2.05
78, 1.99
79, 1.97
80, 2.02
81, 2.01
82, 1.95
83, 1.92
84, 1.96
85, 2.07
86, 1.9
87, 2.06
88, 2.02
89, 2.06
90, 1.94
91, 2.09
92, 1.88
93, 1.95
94, 2.03
95, 2.08
96, 2
97, 2.1
98, 2.1
99, 2.02
100, 2.05
101, 2.1
102, 1.99
103, 2.09
104, 2.09
105, 2.17
106, 1.97
107, 2.05
108, 2.08
109, 2.01
110, 2.1
111, 2.03
112, 2.12
113, 2.15
114, 1.99
115, 2.09
116, 1.95
117, 2.05
118, 2.05
119, 2.17
120, 2.11
121, 2.12
122, 2.1
123, 2.19
124, 2.09
125, 2
126, 2.17
127, 2.16
128, 2.03
129, 2.07
130, 2.2
131, 2.22
132, 2.12
133, 2.13
134, 2.2
135, 2.01
136, 2.03
137, 1.96
138, 2.16
139, 2.01
140, 2.16
141, 2.1
142, 2.03
143, 2.09
144, 2.23
145, 2.07
146, 2.18
147, 2.09
148, 2.14
149, 2.15
150, 2.11
151, 2.17
152, 2.18
153, 2.15
154, 2.3
155, 2.16
156, 2.01
157, 2.08
158, 2.21
159, 2.07
160, 2.1
161, 2.07
162, 2.01
163, 2.19
164, 2.11
165, 2.13
166, 2.11
167, 2.22
168, 2.15
169, 2.15
170, 2.03
171, 2.11
172, 2.25
173, 2.16
174, 2.15
175, 2.26
176, 2.21
177, 2.06
178, 2.16
179, 2.07
180, 2.13
181, 2.21
182, 2.12
183, 2.11
184, 2.1
185, 2.08
186, 2.11
187, 2.22
188, 2.16
189, 2.16
190, 2.09
191, 2.2
192, 2.19
193, 2.27
194, 2.2
195, 2.12
196, 2.09
197, 2.11
198, 2.21
199, 2.15
200, 2.29
201, 2.23
202, 2.17
203, 2.21
204, 2.12
205, 2.25
206, 2.33
207, 2.12
208, 2.12
209, 2.17
210, 2.27
211, 2.31
212, 2.15
213, 2.14
214, 2.17
215, 2.09
216, 2.27
217, 2.15
218, 2.23
219, 2.17
220, 2.05
221, 2.23
222, 2.18
223, 2.27
224, 2.2
225, 2.26
226, 2.15
227, 2.26
228, 2.23
229, 2.05
230, 2.22
231, 2.2
232, 2.31
233, 2.33
234, 2.22
235, 2.14
236, 2.11
237, 2.12
238, 2.14
239, 2.19
240, 2.27
241, 2.2
242, 2.04
243, 2.34
244, 2.2
245, 2.12
246, 2.26
247, 2.3
248, 2.21
249, 2.25
250, 2.11
251, 2.22
252, 2.24
253, 2.23
254, 2.35
255, 2.28
256, 2.19
257, 2.27
258, 2.18
259, 2.33
260, 2.13
261, 2.04
262, 2.18
263, 2.2
264, 2.11
265, 2.26
266, 2.33
267, 2.18
268, 2.18
269, 2.21
