balls,averageMaxLoad
0, 0
1, 0.96
2, 0.92
3, 0.95
4, 1.04
5, 0.98
6, 1.13
7, 1.15
8, 1.25
9, 1.37
10, 1.35
11, 1.4
12, 1.59
13, 1.53
14, 1.69
15, 1.67
16, 1.61
17, 1.68
18, 1.66
19, 1.75
20, 1.73
21, 1.89
22, 1.76
23, 1.83
24, 1.87
25, 1.93
26, 2.06
27, 2.08
28, 2
29, 2.04
30, 2
31, 2.15
32, 1.94
33, 2.07
34, 2.09
35, 2.13
36, 2.12
37, 2.23
38, 2.19
39, 2.22
40, 2.26
41, 2.2
42, 2.33
43, 2.25
44, 2.29
45, 2.3
46, 2.37
47, 2.45
48, 2.24
49, 2.28
50, 2.56
51, 2.48
52, 2.5
53, 2.36
54, 2.49
55, 2.35
56, 2.49
57, 2.55
58, 2.5
59, 2.5
60, 2.42
61, 2.5
62, 2.55
63, 2.53
64, 2.5
65, 2.63
66, 2.59
67, 2.68
68, 2.6
69, 2.64
70, 2.68
71, 2.64
72, 2.77
73, 2.8
74, 2.63
75, 2.8
76, 2.77
77, 2.73
78, 2.67
79, 2.86
80, 2.82
81, 2.9
82, 2.74
83, 2.9
84, 2.83
85, 2.87
86, 2.83
87, 2.91
88, 2.94
89, 2.99
90, 2.95
91, 2.79
92, 2.79
93, 2.76
94, 2.85
95, 2.84
96, 2.85
97, 2.99
98, 2.95
99, 2.83
100, 2.86
101, 3.11
102, 2.86
103, 3.01
104, 2.97
105, 3.07
106, 3.07
107, 3.09
108, 3.11
109, 3.26
110, 2.99
111, 2.93
112, 3.05
113, 3.25
114, 3.05
115, 2.98
116, 3.01
117, 3.09
118, 3.13
119, 3.1
120, 3.02
121, 3.1
122, 3.08
123, 3.08
124, 3.15
125, 2.94
126, 3.23
127, 2.99
128, 3.09
129, 3.12
130, 3.14
131, 3.23
132, 3.2
133, 3.02
134, 3.19
135, 3.14
136, 3.14
137, 3.19
138, 3.14
139, 3.16
140, 3.11
141, 3.27
142, 3.26
143, 3.35
144, 3
145, 3.33
146, 3.29
147, 3.3
148, 3.37
149, 3.23
150, 3.05
151, 3.36
152, 3.14
153, 3.43
154, 3.12
155, 3.37
156, 3.28
157, 3.4
158, 3.3
159, 3.28
160, 3.42
161, 3.27
162, 3.32
163, 3.18
164, 3.3
165, 3.35
166, 3.27
167, 3.34
168, 3.23
169, 3.16
170, 3.21
171, 3.2
172, 3.52
173, 3.38
174, 3.34
175, 3.3
176, 3.26
177, 3.61
178, 3.43
179, 3.49
180, 3.4
181, 3.37
182, 3.38
183, 3.35
184, 3.4
185, 3.3
186, 3.42
187, 3.36
188, 3.38
189, 3.45
190, 3.33
191, 3.4
192, 3.24
193, 3.35
194, 3.47
195, 3.49
196, 3.4
197, 3.42
198, 3.24
199, 3.54
200, 3.53
201, 3.42
202, 3.27
203, 3.34
204, 3.61
205, 3.67
206, 3.45
207, 3.42
208, 3.5
209, 3.5
210, 3.35
211, 3.49
212, 3.5
213, 3.38
214, 3.49
215, 3.62
216, 3.55
217, 3.53
218, 3.64
219, 3.45
220, 3.43
221, 3.4
222, 3.51
223, 3.54
224, 3.47
225, 3.43
226, 3.65
227, 3.64
228, 3.8
229, 3.56
230, 3.48
231, 3.62
232, 3.72
233, 3.46
234, 3.65
235, 3.54
236, 3.51
237, 3.66
238, 3.83
239, 3.63
240, 3.57
241, 3.58
242, 3.69
243, 3.62
244, 3.52
245, 3.78
246, 3.48
247, 3.73
248, 3.69
249, 3.6
250, 3.62
251, 3.82
252, 3.75
253, 3.6
254, 3.56
255, 3.65
256, 3.81
257, 3.8
258, 3.65
259, 3.64
260, 3.52
261, 3.85
262, 3.56
263, 3.77
264, 3.64
265, 3.6
266, 3.54
267, 3.81
268, 3.61
269, 3.66
